category,prod_id,rating,polarity,review,review_len,review_id
All_Beauty,B00NLNO554,2.0,negative,i need a pen attached to my keychain at work at all times i have always used the mini rsvp pens from pentel most stores in my area are not carrying them so i found these sorry but i hate them they are very small for writing and since i attach them to my keychain the round plastic hole for the chain to go through broke in one day my other pens never broke thicker plastic if you just need a tiny pen and not using it for hanging it would be ok i will not buy these again since i have found the pentel pens i want on amazon oh and the chain they come on is a joke totally worthless,120,4
All_Beauty,B00NLNO554,5.0,positive,these come in handy when you do not have a pen ready just put it on your key chain and you will always have a pen handy amazinglove it I have given away 6 already close friends and others i tell them where to buy them keep up the good work with fantastic ideas,53,9
All_Beauty,B00NLNO554,1.0,negative,i wanted these pens to keep on my work badge / key ring so i would always have a pen handy but the pen constantly falls out of the cap so i lost 3 pens within a few weeks before i gave up they would be better if the cap stayed on and if they had colored ink to match theof the case,63,45
All_Beauty,B00NLNO554,4.0,positive,do some geocaching they are not the best quality but they are great to leave in a larger geocach container for other cachers to document their find,27,40
All_Beauty,B00NLNO554,4.0,positive,these pens are perfect for attaching to a lanyard so you always have a pen with you the chains are reasonably strong I have only had one fall off and that was when it got scrunched in a corner the pens are moderately tight in the cap they do not fall out with normal use but you need to be careful if you put them in your pocket or otherwise create a situation where the pen can be friction locked allowing it to be pulled loose of the cap the pens are a little on the small side but manageable for quick tasks such as writing a signature or jotting down a note there is no way you would want to use it all day unless you have small hands,128,61
All_Beauty,B00NLNO554,4.0,positive,I shall have to agree with the reviewer that said the pen cap pulls off too easily if used in a keychain fashion as described and intended however i was looking for a very small pen to keep in my pocket and it works very well for that i unscrew the little keychain attachment and the lid stays on in my pocket so I am always ready to write in a notebook i carry i frequently have a better pen but not always this one fits your hand pretty well if you remove the cap and place it at the but of the pen otherwise it is a little too stubby the product could certainly be improved by making the cap fit a little tighter but it works well for what i wanted,130,5
All_Beauty,B00NV6A3P2,4.0,positive,they hurt a tiny bit but i love how they look,11,53
All_Beauty,B00NV6A3P2,1.0,negative,do not buy came all broken and in tarnish silver not colored,11,60
All_Beauty,B00NV6A3P2,5.0,positive,i love these i got them to make my parents crazy and it worked,14,0
All_Beauty,B00NV6A3P2,4.0,positive,i bought some of these and they do not hurt and they did not put a hole on you no matter where you put them i wore them all day long on my lip because that is where the original piercing is and ther was no hole left by these fake ones the reason i wore this was because i was taking a break from my real piercings i was quite comfortable with these and i will buy them again,78,45
All_Beauty,B00NV6A3P2,1.0,negative,just do not buy it it does not look real it looks so fake and you do not even get different colors they are all silver and break at the slightest touch,29,5
All_Beauty,B00NV6A3P2,4.0,positive,i recieved 6 but they came in pairs of three colors pink red and silver it was not a problem however i wanted silver ones and the price of this was great so the extra pink and red rings were like an extra they came in a small package the delivery was fast and overall i consider this to be a good purchase,62,61
All_Beauty,B00NV6A3P2,5.0,positive,i really like them and use them a lot i got 2 gold 1 red 1 purple and 1 pink i was hoping for on to be black but it was fine would recommend does not leave a mark but can tend to hurt for a while if you leave on for a pretty long time,55,16
All_Beauty,B00NV6A3P2,5.0,positive,this was an amazing buy it came in fast and nothing was broken or missing i received three gold one red and one purple i wore it around town and i had to go to walmart and my friend saw me and asked if it was real i did not want to lie so i said no it is a fake and she said it looks good on you i was quite surprised someone actually thought it was real i love it I am going to buy more and hope for more colors,90,12
All_Beauty,B010DER7HG,4.0,positive,sponges are very soft perfect for blending they do expand when wet just a bit cleaner works great too,19,0
All_Beauty,B010DER7HG,5.0,positive,great product for a great price easy to clean and good product,12,1
All_Beauty,B010DER7HG,1.0,negative,not worth a penny sponges broke off handles within days do not waste your money,14,5
All_Beauty,B010DER7HG,1.0,negative,brushes are poorly made and fell apart after only using it twice,12,15
All_Beauty,B010DER7HG,1.0,negative,cheap handle came out of all of them,8,11
All_Beauty,B010DER7HG,4.0,positive,it feel a little to harsh for my face,9,14
All_Beauty,B010DER7HG,2.0,negative,only one of these sponges i was satisfied with and that was the teardrop the other two seemed a bit flimsy when i used the cleaningthat came with the sponges it tore through the sponges so i am no longer able to use them not very satisfied with this product wish it was of better quality,58,8
All_Beauty,B010DER7HG,5.0,positive,these are inexpensive and very useful they were smaller than i expected but you have to remember that they are essentially a brush style sponge applicator blendor they get the job done and i love them,36,13
All_Beauty,B011773O2U,1.0,negative,i bought two of these the red one is completly unusable it is so clumpy does not go on smooth the taste of this product is gross i would not buy again,31,30
All_Beauty,B011773O2U,4.0,positive,nice i really like it but unfortunately it is a bit messy when applying but other than that it is great,21,0
All_Beauty,B011773O2U,1.0,negative,shipping took like a month and it does not work good it does not stay that long it taste nasty you are better off buying a lipstain,25,22
All_Beauty,B011773O2U,5.0,positive,owmygee my liptint arrived this morning and it is so nice it look so good on my lips so happy for this product surely going to get another one,27,31
All_Beauty,B011773O2U,2.0,negative,very hard to apply very hard to wait 20 minutes for the tint to dry the tint also did not actually peel off but i had to rub it and finally rub a damp towel over my lips to get off all the pieces thewas lighter than i expected and it was not long lasting,57,18
All_Beauty,B011773O2U,2.0,negative,eh there are much better brands this is loaded with chemicals and i can not help but feel like i am doing my body a disservice it takes a lot of time and patience to get on evenly and just is not worth it,42,28
All_Beauty,B011773O2U,2.0,negative,the top almost popped off at first use the applicator part had a rough piece of plastic so could not smooth it onto my lips super funny texture and unfortunately left a weirdi really wanted to like it but it was horrible on all accounts,46,10
All_Beauty,B011773O2U,4.0,positive,highly recommended it is not irritating and some ingredients are natural like rose hips oil aloe natural fruit essence and also with vitamin e i have very sensitive lips so i choose the lipstick that i am using jeny,39,53
All_Beauty,B0166R22CO,1.0,negative,very clumpy and goopy did not go on smoothly only used once,12,27
All_Beauty,B0166R22CO,2.0,negative,i do not know why essie comes up in the luxury category I have never liked this polish the colors are mostly bland it chips quickly really this stuff is overpriced it is not terrible but it is not high quality either,38,15
All_Beauty,B0166R22CO,4.0,positive,greati really like it the only bad thing about glitter polish is the removal i hate it,19,23
All_Beauty,B0166R22CO,1.0,negative,chipped within 3 hours of a professional manicure would not recommend i am not a fan of essie nail polish especially after buying this,24,17
All_Beauty,B0166R22CO,2.0,negative,well it is a prettybut that is about it chipped of the first day and the gel formula was very difficult to work with,24,8
All_Beauty,B0166R22CO,5.0,positive,theis amazing i just love it so glad it came back,13,9
All_Beauty,B0166R22CO,1.0,negative,not what i was expecting at all usually essie colors are true tothis is one exception once applied theis iridescent with a lot of yellow greens tones and even with three coats it is still translucent i have a few other colors from this retro revival line and love them but this one is not worth the almost 900 i paid,65,28
All_Beauty,B0166R22CO,5.0,positive,they were given as gifts they loved them,8,24
All_Beauty,B016KGPK1Q,1.0,negative,either i received the wrongor they are knowingly sending out something completely different i received 3 gold pins with cheap white beads on them no flowers or leaves at all and the beads do not even look like the little ones in the picture either so I am getting a refund for this disappointment,54,0
All_Beauty,B016KGPK1Q,1.0,negative,when i ordered these the description said silver the ones i got were gold they have since changed the description still i was not happy,25,1
All_Beauty,B016KGPK1Q,4.0,positive,I am actually pretty happy with these they are a very yellow gold which is the only thing I am not super thrilled with since the photos look more subdued and brassy but overall it is not a huge issue they still look so pretty i used them for my bridal portraits and they held up very well i plan to use them for my wedding now as well i do wish that the silver ones in the last photo were available to purchase as well but i could not find them anywhere,89,5
All_Beauty,B016KGPK1Q,1.0,negative,the gold reminded me of willy wonka gold,8,14
All_Beauty,B016KGPK1Q,5.0,positive,the goldis very gold almost cartoonish gold but i have dark hair and the accentfor my wedding is gold so it will work out fine but it was a bit of a shock when i first saw it quality product,43,13
All_Beauty,B016KGPK1Q,2.0,negative,the gold is very cheap looking i wanted these for my wedding but they look bad,16,11
All_Beauty,B016KGPK1Q,5.0,positive,these hair pins were absolutely perfect for my wedding day during my trial my make-up artist recommended getting hair pins to bring out and add a little bit more texture to my hairstyle i bought these the week before my wedding and they ended up looking great with my up-do and against my dark hair we decided to just use 2 in my hair since having all three seemed to be a little excessive these hair pins were so inexpensive in comparison to other bridal hair pins and totally worth the cost i definitely recommend these for a bride on her big day,103,8
All_Beauty,B016KGPK1Q,1.0,negative,the metal had a cheap look to it did not end up wearing it,13,9
All_Beauty,B017BJ877K,4.0,positive,all the rings are different sized and some fit some do not,11,9
All_Beauty,B017BJ877K,2.0,negative,love these little rings but you get what you pay for all the open / adjustable rings break within the first two wears the solid bands are a bit stronger realize these are a trendy short term accessory,36,25
All_Beauty,B017BJ877K,1.0,negative,they were broken before i got the chance to open the bag,12,8
All_Beauty,B017BJ877K,1.0,negative,these rings are a cute design but the quality is that of a quarter prize machine at a grocery store save your money and wrap tinfoil around your fingers,29,21
All_Beauty,B017BJ877K,5.0,positive,so cute i love them and so cheap good for bohemian look,13,0
All_Beauty,B017BJ877K,5.0,positive,came in as pictures the material is not flimsy cute rings,10,12
All_Beauty,B017BJ877K,4.0,positive,only one of them broke and i did not like that one anyway laughing out loud they are surprisingly sturdy for what you are paying they are all different sizes after a while thestarts to get a little coppery these rings are pretty good for the price,43,17
All_Beauty,B017BJ877K,2.0,negative,these rings are very cheap the metal is almost plastic-like the designs are cute but the metal had flakes leftover from when they were stamped only three of the six were sanded leaving sharp burs on the other three i am dissapointed but contented with the few rings of the set i can wear i would still buy from this seller as their service is wonderful and everything else I have bought from them has been excellent,76,22
All_Beauty,B018AVVYAK,4.0,positive,easy to use and i get great results which is important to me since i have very coarse frizzy kinky unmanageable hair,22,24
All_Beauty,B018AVVYAK,4.0,positive,tangles hair too much other than that great product,9,13
All_Beauty,B018AVVYAK,2.0,negative,heavy and awkward to use you almost can not use without hitting the buttons and changing the heat settings it does make a little difference but not enough to really notice the bristles will scratch your neck if not careful would not buy again,43,8
All_Beauty,B018AVVYAK,2.0,negative,it was a gift for our daughter she tried it but it did not work on her hair it left it as frizzy as it was before she started,28,25
All_Beauty,B018AVVYAK,1.0,negative,horrible did not work and burnt my hair do not bother,9,4
All_Beauty,B018AVVYAK,1.0,negative,gave as a gift did not get hot enough,8,40
All_Beauty,B018AVVYAK,4.0,positive,great for straightening your hair i use a comb just to get tangles out prior to the use but like it better then a flat iron,26,19
All_Beauty,B018AVVYAK,2.0,negative,it broke one week later when my aunt used it it is basically a blowdryer,14,39
All_Beauty,B01AMSFNBK,4.0,positive,this mirror works great the light is not too bright,10,29
All_Beauty,B01AMSFNBK,2.0,negative,the mirror is just fine however the perimeter light is so soft or low that it is pointless do not buy this product for the light feature you will be disappointed,28,15
All_Beauty,B01AMSFNBK,1.0,negative,impossible to open the mirror to install the batteries i guess i have to return it worthless,17,24
All_Beauty,B01AMSFNBK,5.0,positive,got this for my 92 year old dad so he can see better to shave works well and arrived on time,21,17
All_Beauty,B01AMSFNBK,1.0,negative,wall extension seems flimsy but i never got far enough to find out the battery case extremely difficult to twist open once it is the edges of the open case are sharp yep it cut me returned for refund,39,8
All_Beauty,B01AMSFNBK,2.0,negative,the mirror was easy to install and works fine but the reason we bought it was the lighting the leds are very dim and almost useless,26,9
All_Beauty,B01AMSFNBK,1.0,negative,this has never worked the switch is bad and it will occasionally flicker but will not stay on,18,30
All_Beauty,B01AMSFNBK,4.0,positive,works for our small bathroom not as bright as i hoped,11,25
All_Beauty,B01BEX4GU6,1.0,negative,this wig was horrible it was actually missing some hair in places thanks for doing a cancer patient wrong,19,27
All_Beauty,B01BEX4GU6,4.0,positive,actually for the price it was a surprisingly nice wig just not a style i could wear very different than what was pictured,23,15
All_Beauty,B01BEX4GU6,1.0,negative,it came brown not blonde like it stated and does not even resemble the picture i hate it i wanted blonde,20,23
All_Beauty,B01BEX4GU6,2.0,negative,be aware you need to style it it does not look like that when it comes,15,17
All_Beauty,B01BEX4GU6,1.0,negative,way too dark for my complexion it is light brown not blonde at all i guess it is the lighting in the studio that makes it appear thus i had to return it,32,8
All_Beauty,B01BEX4GU6,1.0,negative,no stars looks nothing like the picture do not buy this there are not even any form of bangs and it is more than fluffy,22,9
All_Beauty,B01BEX4GU6,4.0,positive,for the money great wig just needed trimmed up a little andis perfect the company is also great for customer service recommend,24,28
All_Beauty,B01BEX4GU6,1.0,negative,the wig looked nothing like the picture and you could see the scalp part where the hair is weaved into it just looked cheaply made,25,24
All_Beauty,B00J2AJ3U2,4.0,positive,i use this on my sun damage brown spots on my face which are very hard to see now trying it on my hands next will be needing more,29,0
All_Beauty,B00J2AJ3U2,4.0,positive,i have been using this product for 6 weeks now have seen a big improvement i use it for sunspots on my hand and have seen a significant change and I am excited to see more change while continuing using this product i would recommend this product for lightening sunspots,49,5
All_Beauty,B00J2AJ3U2,4.0,positive,disclaimer i received this product for review opinions expressed are completely my own I have been using this skin lightening cream for over a week now and i must say i really like it is hydrating ability i have a couple dark spots from newer breakouts and uneven skin and although i have not seen much change in them since using the product i feel that with future use i will see more results the cream itself is white inand is a little thick it has a light kind of tropical scent i find it very energizing and gets me more awake in the morning due to the smell the cream leaves a not too heavy feeling on the face it is very moisturizing the moisture lasts throughout the day i like also that the product is natural with no parabens or sulfates the bottle is bigger than most creams that i have seen which is nice and i am excited to use the product and see future results overall i think this is a good moisturizing cream that has a great energizing scent and provides long lasting hydration,189,11
All_Beauty,B00J2AJ3U2,1.0,negative,did not work for me i finished 1 bottle and say no difference,13,1
All_Beauty,B00J2AJ3U2,4.0,positive,this product works every bit as good as the beverly hills md product at half the price,17,8
All_Beauty,B00J2AJ3U2,5.0,positive,my efforts at getting a tan with liquid bronzers was not successful i looked closely at my skin and realized that my face looked really patchy i was so pleased to find a lightening cream on amazon and i restored my complection many thanks,43,16
All_Beauty,B00J2AJ3U2,1.0,negative,does not seem to work no visible difference after using for several weeks waste of money does not pump well have to keep bottle upside down to be able to pump product out,33,3
All_Beauty,B00J2AJ3U2,1.0,negative,did not do a thing for me and i have only light dark spots,13,13
All_Beauty,B00NV6VGY4,1.0,negative,kinda cheap and i got an uglynot going to be getting anymore these are for toddlers,17,0
All_Beauty,B00NV6VGY4,5.0,positive,it came quickly and works great i got one that was cream with dark pink polka dots,17,17
All_Beauty,B00NV6VGY4,5.0,positive,this is a really nice headband to use whenever I am washing make make-up before going to sleep,17,15
All_Beauty,B00NV6VGY4,4.0,positive,that i received was not listed but i still like it it took a long while to arrive but it was still cute when i received it there has a wire going through the cloth so you can manipulate it all you like and it stays on fairly well however beware that when the wire breaks you basically have to throw it out or remove the wire,66,1
All_Beauty,B00NV6VGY4,2.0,negative,i got some ugly funkyand while it looks cute on me it is really small i have a rather big head and so it does not reach all the way and the bow looks miniature instead of big like on the model it is also made of cheap wire so be careful with it,53,8
All_Beauty,B00NV6VGY4,4.0,positive,really cute but was a different material than i expected it to be i think it is satin,17,5
All_Beauty,B00NV6VGY4,4.0,positive,it is okay for the price got it sooner then expected wire started to poke out as soon as i put it on but easy to fix wish i could pick thebut i still love the one i got it is tan with orange dots,46,11
All_Beauty,B00NV6VGY4,1.0,negative,this is cheap and a waste of money,8,3
All_Beauty,B01CT1W6U4,2.0,negative,terrible one bottle came with the brush bent completely up unusable another bottle came with hardly any polish in it at all my daughter was very disappointed the other 2 bottles were fine and the magnet does work,38,27
All_Beauty,B01CT1W6U4,2.0,negative,i purchased came quickly two of the products look as if they had been previously opened the red lid was gooped up and the gold was dried out i give 2 stars one for each good product the blue and silver,40,15
All_Beauty,B01CT1W6U4,5.0,positive,birthday present for daughter she loved the set,8,23
All_Beauty,B01CT1W6U4,5.0,positive,initially i ordered this product and received a duplicate colour ie blue red and two silvers instead of gold and silver however customer service was very helpful and corrected the issue so that in the end i received all four colours i have used the blue red and silver and the magnetic pattern so far shows up best on the red and blue but the silver is still a nice dark slate colour i have not tried the gold yet but generally i like the sensationail brand a lot,88,17
All_Beauty,B01CT1W6U4,2.0,negative,the brushes are sruck together and takes double the time to dry,12,8
All_Beauty,B01CT1W6U4,1.0,negative,i got a 3d magnet gel polish i tried them on my nails i work at nails salon and i know how to use that the problem is all of the gel polish got really bad quality seem they had sands inside and can not work at all especially the silver and gold one i will never buy it anymore bad and bad,63,9
All_Beauty,B01CT1W6U4,5.0,positive,this was part of a gift and she loved it,10,28
All_Beauty,B01CT1W6U4,2.0,negative,there were horrible we have used other polishes by this brand and loved them but these magnetic polishes are dried out and clumpy seller would not comment back on returns such a waste as I have seen these in videos and they look like they would work great,45,24
Pet_Supplies,B0009RSZ5Q,4.0,positive,i have two small dogs and both love this toy it always gets laughs from on-lookers but it does not float if you plan on using it near water,29,8
Pet_Supplies,B0009RSZ5Q,5.0,positive,we gave this to our puppy who is about 17 lbs he does not hold the ball in his mouth because it is too heavy for him but the long tongue is great for distracting him from chewing on the furniture he is satisfied to sit and chew on this for a long time,53,16
Pet_Supplies,B0009RSZ5Q,1.0,negative,although this is a very very sturdy product and it is as shown it is very heavy but this biggest problem is the taste of it my dogs would not put it in their mouth they would run away every time i got the toy out so i started smelling it and it has a plastic / rubber smell to it and taste yes i tried it if my dogs can put it in their mouth then i want to know what is in it i have kept them because they are just too cute maybe someday i can get a picture but that is about all i will be able to do with them i am sorry because i really wanted them and thought that my dogs would have funhumunga tongue large for medium large xlarge dogs,138,0
Pet_Supplies,B0009RSZ5Q,5.0,positive,this is my dogs favorite toy very sturdy i wish all the other toys this sturdy they last a long time,20,18
Pet_Supplies,B0009RSZ5Q,1.0,negative,i purchased this toy for our 60 lb lab mix and although he has enjoying playing with what has left of it it is only taken him about 15 minutes to get it to this point shredded to pieces by my estimate having paid around 15 for the thing this is a 60 / hour toy as you would need four of them to last a full hour as an aside I am a little annoyed at the fancy boutique pet shop that sold it to me it is one thing if i picked it up at kmart or some other discount store where i would never expect the person who rings up the sale to alert me to the fact that i was buying a piece of crap but in this case i think it is incumbent upon the owner / operator who actually asked me what kind of dog we had to be candid about just how delicate thisis I had be much more inclined to patronize his business if he had done so,165,11
Pet_Supplies,B0009RSZ5Q,4.0,positive,new puppy is quite the chewing machine she enjoyed this toy a lot and it has lasted quite a long time about a quarter of it is missing but still loved by my dog she does not tend to pick it up by the ball part although so the silliness quotient is lessened,52,9
Pet_Supplies,B0009RSZ5Q,2.0,negative,it is very cute and funny but my bulldog chewed it up right away thank goodness he did not eat the pieces he chewed off,25,13
Pet_Supplies,B0009RSZ5Q,5.0,positive,my dog absolutely loves this tongue she literally wore her other one down to a little nub and i could not find one at any stores i found this and was so excited i ordered it and had it within a few days my dog puts it in her mouth and runs around with it she sleeps with it and takes it everywhere she looks so funny worth every penny,69,1
Pet_Supplies,B0009YSCMU,2.0,negative,huh the cats completely ignore it maybe they should make scratching pads out of nice leather as that seems to be much preferred in my house to these cheapo pads oh well at least those little beasties have not discovered the woodwork and i wanted a new sofa anyway,48,27
Pet_Supplies,B0009YSCMU,1.0,negative,my cat went to right to the scratch pad just as soon as i hung it up she tried to use it an her paw nails got stuck in the carpet material she has tried it a few times and can not use it i turned it over to the back side and she will kind of use that overall pretty disappointed,61,40
Pet_Supplies,B0009YSCMU,5.0,positive,protect your doors our cat was shredding the weatherstripping on the front door in her attempt to get our notice to let her in now she scratches on this pad and it makes enough noise that we know she is out there and can let her in it has prevented further damage i highly recommend it as it is flat and we can swing it to the side to close the door solved our problem,75,26
Pet_Supplies,B0009YSCMU,1.0,negative,my two cats do not uses it good price but it did not work oft my kitties maybe it will work for yours i got 2and that was a mistake,29,43
Pet_Supplies,B0009YSCMU,4.0,positive,brought for my boyfriend cat have not gotten a chance to hang it looks like a good buy I shall let you know when they visit,24,24
Pet_Supplies,B0009YSCMU,2.0,negative,this may be the only scratcher my cats have never touched i do not know what has wrong I have got another door-hanger scratch pad and they love that one it might be my cats although and not the scratch pad,38,37
Pet_Supplies,B0009YSCMU,5.0,positive,greatjust can not get the cat to think so,10,12
Pet_Supplies,B0009YSCMU,2.0,negative,i hung it up and my cats ignored it i put it on the floor and they liked it,19,19
Pet_Supplies,B000F71DF4,2.0,negative,this does not work in our suv it does not stay up in the postion needed to keep our big dog in the back it does keep groceries from rolling forward,31,46
Pet_Supplies,B000F71DF4,5.0,positive,this is fantastic being that i am 71 years old it took a little while to put it on but i am so happy with it now my dogs will be safe and i can quit worrying about them when i take them places well worth the money thank you,50,16
Pet_Supplies,B000F71DF4,5.0,positive,worked great for my 2014 toyota corolla i had to be creative on how i hooked up the bottom strap but it worked great kept the dogs in the back seat safe and sound,34,4
Pet_Supplies,B000F71DF4,2.0,negative,this is very difficult to get attached to the seats it is flimsy so the dogs just went around it with some serious rigging you could probably get this to work or if your dogs are not very adament about sitting on your lap essentially you get what you pay for,49,9
Pet_Supplies,B000F71DF4,5.0,positive,not for everyone but it works for me i have 10 dogs most are trained to stay in the back two will get in the back and immediately run through to the front this prevents them from doing that could they jump over could they destroy it yes to both but my dogs just are not motivated to do that this is doing exactly what i needed it to do it all depends onl your dogs,75,28
Pet_Supplies,B000F71DF4,5.0,positive,we really love this pet barrier we have had several others in the past and this is by far the best the last one was metal and looked like a cage or the back of a police car it was hard to install and take out and would not stay in place we just returned from a trip from florida to virginia and back and the kurgo worked perfectly it is easy to install and fits up against the seat so you do not loss any floor space as we did with several other barriers the price is less then any other we have bought and is really worth the it the kurgo arrived even earlier then we were expecting overall you will love it and you we highly recommend it,131,41
Pet_Supplies,B000F71DF4,1.0,negative,i did not like it the instructions were confusing and there were way too many pieces that looked alike,19,58
Pet_Supplies,B000F71DF4,5.0,positive,i have purchased kurgo products before the quality is nice it keeps the dogs in the back seat but they can still see what is going on in the front seat,31,5
Pet_Supplies,B000HG733Y,1.0,negative,not even the same thing was sent to my house it is so small it is basically useless i regret every penny i spent on this,24,165
Pet_Supplies,B000HG733Y,4.0,positive,still working with the rats to get theon but they are very young so it does not fit yet but it is what i expected and i think it will fit when they are old enough,37,6
Pet_Supplies,B000HG733Y,4.0,positive,i bought this so my rabbit could come outside with me in the summertime he loves it fits perfectly and does not seem to bother him if you are thinking of buying just make sure to securely latch everything and keep watch of your pet especially if they are strong,49,111
Pet_Supplies,B000HG733Y,2.0,negative,the mediumdoes not fit on my guinea pig although he is a larger guinea if i were to make him wear it it would squeeze his neck and chest for an average or larger guinea i would recommend a bigger size,42,172
Pet_Supplies,B000HG733Y,1.0,negative,i thought this leash was adorable but it did not fit my guinea pig whatsoever if there has a guinea pig on the cover then it should be the right size,29,115
Pet_Supplies,B000HG733Y,4.0,positive,the large barely fit my small bunnies think dutch or smaller like polish or dutch anything bigger will not fit this is made for small animals like guinea pig ferret or rat,32,183
Pet_Supplies,B000HG733Y,4.0,positive,this is just too cute and the quality is really great for something so small i got it for my sister she says it was great,26,199
